Vehicle ID,Vehicle Type,Make & Model,Year of Manufacture,Fuel Type,Odometer Reading (km),Last Service Date,Next Service Due Date,Fuel Efficiency (km/l),Driver ID,Driver Experience (Years),Region of Operation,Trip Distance (km),Trip Duration (hrs),Average Speed (km/h),Fuel Consumption (liters),Fuel Cost (per trip),Total Maintenance Cost (YTD),Breakdowns Reported (YTD),Insurance Expiry Date,CO2 Emissions (g/km),Vehicle Status,Route Risk Level,Idle Time (hrs/month),Number of Trips (YTD)
VH-10123,Bus,Volvo 7900,2019,Electric,274595,2024-07-21,2024-10-22,10.22,DR-6780,11,North,430,5.41,79.48,42.07,96.05,2317,1,2025-03-30,216.22,In Repair,Medium,45.43,111
VH-10124,Car,Ford Focus,2019,Electric,388272,2024-03-11,2024-04-18,7.26,DR-3204,30,Central,773.4,36.84,20.99,106.53,132.39,4569.45,5,2025-05-18,349.65,In Repair,Low,34.7,804
VH-10125,Car,Honda Civic,2015,Petrol,376266,2025-01-04,2025-04-04,8.38,DR-3846,15,West,315.8,3.23,97.77,37.68,122.41,8640.49,7,2025-04-17,212.25,Active,Low,45.33,408
VH-10126,Truck,Volvo FH,2007,Petrol,338044,2024-09-12,2024-11-28,22.95,DR-7231,7,North,572.71,17.13,33.43,24.95,54.28,905.18,6,2025-11-03,286.83,Decommissioned,Medium,42.98,335
VH-10127,Van,Mercedes Sprinter,2006,Petrol,433888,2024-06-17,2024-08-16,18.72,DR-9284,15,West,875.91,10.43,83.98,46.79,95.67,2579.75,10,2025-04-04,327.09,Decommissioned,Low,17.43,67
VH-10128,Motorcycle,Kawasaki Z650,2007,Diesel,437669,2024-09-22,2024-10-26,11.38,DR-1031,30,Central,403.23,4.7,85.79,35.43,96.16,2977.81,7,2025-12-21,153.02,In Repair,High,39.66,848
VH-10129,Motorcycle,Honda CB500X,2006,Diesel,596909,2024-06-16,2024-11-13,8.02,DR-7312,32,North,938.29,11.43,82.09,116.99,268.34,5514.84,7,2026-01-03,338.63,In Repair,Low,24.97,782
VH-10130,Truck,Mercedes Actros,2019,Petrol,38495,2024-05-16,2024-10-03,12.57,DR-1267,21,Central,181.08,3.51,51.59,14.41,44.46,6632.79,2,2025-04-10,93.52,In Repair,Medium,39.61,716
VH-10131,Van,Mercedes Sprinter,2008,Petrol,447112,2024-10-11,2025-03-21,18.21,DR-2879,18,East,443.51,4.94,89.78,24.36,81.44,7501.37,8,2026-02-24,335.94,Decommissioned,Low,16.61,350
VH-10132,Van,Mercedes Sprinter,2011,Petrol,252596,2024-10-24,2024-12-31,16.81,DR-2644,12,Central,868.5,24.38,35.62,51.67,64.89,6730.79,0,2026-01-19,111.31,Active,Low,42.16,161
VH-10133,Car,Ford Focus,2023,Electric,407246,2024-07-15,2025-01-04,20.48,DR-6747,11,East,151.23,5.75,26.3,7.38,17.34,9835.77,9,2026-02-14,315.17,Active,Low,32.91,965
VH-10134,Car,Ford Focus,2021,Diesel,225621,2024-08-26,2024-11-14,22.21,DR-2375,15,North,660.51,14.28,46.25,29.74,42.75,3789.67,0,2025-04-03,296.34,Decommissioned,Medium,48.55,163
VH-10135,Motorcycle,Yamaha MT-07,2015,Hybrid,465946,2025-01-25,2025-03-23,19.23,DR-9218,18,South,951.67,16.76,56.78,49.49,69.78,6494.38,4,2025-11-04,376.2,In Repair,Low,37.09,602
VH-10136,Car,Toyota Corolla,2017,Petrol,520071,2024-07-30,2024-10-25,23.54,DR-2964,8,North,735.71,9.63,76.4,31.25,40.43,4413.72,1,2025-09-03,68.37,In Repair,Low,9.14,418
VH-10137,Bus,Scania Citywide,2016,Petrol,527358,2024-06-13,2024-11-28,8.55,DR-6379,7,West,953.39,10.04,94.96,111.51,355.45,7033.35,10,2026-02-02,94.55,Decommissioned,Low,21.52,197
VH-10138,Truck,Scania R,2007,Electric,558102,2024-09-15,2025-03-09,8.97,DR-5716,2,West,453.13,17.63,25.7,50.52,102.98,5004.25,1,2025-05-14,69.3,Active,Medium,16.27,894
VH-10139,Car,Toyota Corolla,2007,Hybrid,238166,2024-06-27,2024-08-12,14.32,DR-6747,25,North,315.56,2.97,106.25,22.04,64.3,9819.92,10,2025-05-21,372.73,Active,Low,19.71,114
VH-10140,Motorcycle,Honda CB500X,2021,Hybrid,277298,2024-04-20,2024-08-24,20.62,DR-8963,8,East,273.74,5.05,54.21,13.28,21.51,8016.16,9,2025-08-09,58.85,In Repair,Low,49.31,902
VH-10141,Truck,Volvo FH,2015,Petrol,498318,2025-01-02,2025-04-21,24.92,DR-7577,19,Central,86.97,2.17,40.08,3.49,7.1,2371.8,3,2025-08-06,288.1,Active,High,23.54,208
VH-10142,Van,Mercedes Sprinter,2019,Electric,141635,2024-11-03,2024-12-26,12.52,DR-8485,15,South,11.13,0.3,37.1,0.89,3.09,8489.78,9,2025-05-10,210.97,Decommissioned,Medium,44.91,824
VH-10143,Motorcycle,Kawasaki Z650,2007,Diesel,494672,2024-04-22,2024-09-27,8.25,DR-7593,24,West,308,3.62,85.08,37.33,93.24,6790.85,5,2026-01-18,288.14,In Repair,Medium,40.76,351
VH-10144,Motorcycle,Honda CB500X,2012,Hybrid,132895,2024-10-05,2024-12-06,16.81,DR-9379,17,South,510.07,7.83,65.14,30.34,77.13,9543.17,10,2025-03-31,143.52,In Repair,High,37.37,945
VH-10145,Bus,Volvo 7900,2005,Petrol,127711,2024-09-03,2024-10-14,7.96,DR-1425,27,Central,819.95,17.93,45.73,103.01,233.46,5194.78,10,2025-04-11,216.86,Decommissioned,High,20.92,997
VH-10146,Bus,Mercedes Citaro,2018,Hybrid,432902,2024-08-12,2024-09-19,17.8,DR-1844,35,North,620.92,6.37,97.48,34.88,50.7,2421.64,1,2025-10-04,327.68,In Repair,Medium,31.14,772
VH-10147,Car,Toyota Corolla,2022,Petrol,413240,2024-10-09,2024-11-11,24.96,DR-1994,20,North,352.22,3.17,111.11,14.11,33.78,7992.66,7,2025-09-07,192.54,Decommissioned,High,26.47,564
VH-10148,Car,Honda Civic,2023,Hybrid,482567,2024-04-24,2024-07-30,4.18,DR-6061,1,East,572.64,4.87,117.59,137,255.35,9268.52,3,2025-06-17,275.68,In Repair,High,15.53,364
VH-10149,Van,Mercedes Sprinter,2019,Petrol,85947,2024-04-18,2024-06-21,24.8,DR-9001,28,South,181.03,1.56,116.04,7.3,15.65,7274.03,3,2025-10-16,315.22,Active,Low,34.84,477
VH-10150,Car,Toyota Corolla,2023,Electric,235412,2024-03-03,2024-08-16,21.39,DR-9470,20,North,474.12,4.2,112.89,22.17,54.96,9986.13,10,2025-06-14,102.42,Decommissioned,High,7.76,993
VH-10151,Car,Toyota Corolla,2009,Diesel,190602,2024-10-26,2025-01-01,24.7,DR-7918,24,North,898.68,12.95,69.4,36.38,76.46,4034.25,4,2025-09-08,131.55,Active,High,33.24,644
VH-10152,Van,Renault Trafic,2016,Hybrid,378132,2024-12-06,2025-04-02,23.85,DR-2297,21,North,41.88,0.92,45.52,1.76,5.27,3642.99,1,2025-06-11,344.07,Active,Low,39.03,708
VH-10153,Motorcycle,Honda CB500X,2022,Hybrid,409292,2024-10-31,2025-02-20,18.46,DR-4750,4,Central,612.41,19.49,31.42,33.17,102.15,4090.33,0,2026-02-23,329.29,In Repair,High,40.87,503
VH-10154,Bus,Volvo 7900,2017,Hybrid,389512,2024-05-12,2024-09-02,17.99,DR-2886,1,South,170.3,8.27,20.59,9.47,11.49,2137.09,1,2026-02-10,254.92,Decommissioned,Medium,22.69,479
VH-10155,Car,Honda Civic,2007,Petrol,52927,2025-01-18,2025-06-06,9.65,DR-6830,5,West,974.04,9.5,102.53,100.94,281.17,6733.59,0,2025-09-05,250.06,Active,High,38.04,454
VH-10156,Van,Mercedes Sprinter,2014,Electric,332090,2024-12-24,2025-04-05,9.62,DR-3321,4,West,972.31,8.78,110.74,101.07,161.33,8823.03,10,2025-04-26,170.42,In Repair,Medium,35.47,580
VH-10157,Motorcycle,Kawasaki Z650,2007,Hybrid,140294,2024-07-13,2024-08-31,15.87,DR-6122,32,South,873.2,28.03,31.15,55.02,118.59,8003.05,1,2025-07-10,101.58,In Repair,High,36.56,808
VH-10158,Motorcycle,Yamaha MT-07,2008,Hybrid,158021,2024-12-04,2025-03-16,18.67,DR-3556,19,South,856.2,9.57,89.47,45.86,121.48,3885.92,6,2025-09-08,212.44,Active,High,18.8,720
VH-10159,Truck,Volvo FH,2024,Diesel,468183,2024-03-14,2024-06-19,9.14,DR-2566,28,East,753.84,20.9,36.07,82.48,127.48,1831.03,7,2025-09-03,279.57,Active,Low,12.67,70
VH-10160,Truck,Volvo FH,2010,Hybrid,339445,2024-07-18,2024-12-23,8.44,DR-9662,31,Central,688.71,6.6,104.35,81.6,118.25,9978.34,6,2025-11-03,261.42,In Repair,High,20.07,971
VH-10161,Van,Ford Transit,2020,Petrol,75562,2024-05-20,2024-08-16,9.53,DR-4067,21,East,509.95,5.24,97.32,53.51,103.02,808.57,9,2025-12-28,131.52,Active,Low,38.57,357
VH-10162,Van,Renault Trafic,2024,Petrol,277653,2024-05-24,2024-08-18,4.07,DR-7166,17,South,869.8,12.46,69.81,213.71,297.22,3149.74,2,2025-12-01,164.88,In Repair,Medium,25.87,765
VH-10163,Van,Ford Transit,2015,Hybrid,567493,2024-05-02,2024-06-21,11.7,DR-5222,21,West,939.76,9.32,100.83,80.32,167.98,9995.33,3,2025-07-12,321.4,In Repair,Medium,36.47,778
VH-10164,Van,Mercedes Sprinter,2020,Diesel,474382,2024-07-26,2024-10-13,17.01,DR-4876,19,East,526.39,12.88,40.87,30.95,54.85,3730.03,0,2025-12-01,343.12,In Repair,Medium,46.51,386
VH-10165,Car,Honda Civic,2023,Hybrid,331351,2024-05-05,2024-08-29,4.56,DR-8571,34,Central,693.17,11.68,59.35,152.01,480.46,6658.51,5,2025-06-16,383.78,Active,Low,20.95,253
VH-10166,Motorcycle,Honda CB500X,2020,Petrol,398076,2024-10-27,2024-12-19,4.4,DR-7753,33,East,795.15,15.62,50.91,180.72,572.52,3232.36,4,2025-12-11,239.24,Decommissioned,High,5.73,91
VH-10167,Motorcycle,Yamaha MT-07,2008,Electric,284968,2024-10-18,2025-03-10,9.69,DR-4797,29,North,398.28,3.5,113.79,41.1,135.77,8276,9,2025-08-31,187.47,In Repair,Low,35.8,446
VH-10168,Bus,Volvo 7900,2011,Petrol,65346,2024-04-26,2024-09-30,24.8,DR-9105,21,Central,444.11,12.11,36.67,17.91,30.89,1058.69,7,2025-08-04,163.65,In Repair,High,13.7,691
VH-10169,Truck,Volvo FH,2021,Hybrid,579967,2024-05-09,2024-07-25,12.71,DR-4034,19,East,751.68,7.01,107.23,59.14,127.35,3157.02,2,2025-07-10,217.44,In Repair,Medium,8.05,720
VH-10170,Car,Toyota Corolla,2015,Petrol,136275,2024-07-07,2024-08-30,14.15,DR-2449,24,East,237.69,4.15,57.27,16.8,50.15,1299.57,2,2025-09-21,99.73,Active,High,19.72,629
VH-10171,Motorcycle,Honda CB500X,2006,Diesel,548034,2024-03-02,2024-04-17,4.78,DR-1882,33,West,543.08,6.34,85.66,113.62,309.94,9320.12,9,2025-09-13,95.03,Decommissioned,Low,6.33,817
VH-10172,Van,Ford Transit,2020,Electric,437240,2024-05-21,2024-11-02,6.57,DR-5978,18,West,380.55,4.44,85.71,57.92,112.85,7091.48,1,2025-05-17,62.26,Decommissioned,Low,31.93,578
VH-10173,Van,Renault Trafic,2022,Petrol,381890,2024-09-01,2024-10-21,11.92,DR-2164,27,Central,450.31,3.82,117.88,37.78,85.57,5436.69,4,2025-12-16,124.92,Decommissioned,High,10.82,379
VH-10174,Car,Toyota Corolla,2023,Electric,241284,2024-04-11,2024-09-26,12.02,DR-7960,24,South,938.02,9.36,100.22,78.04,221.86,9664.03,10,2025-12-17,322.39,In Repair,Low,13.32,95
VH-10175,Motorcycle,Honda CB500X,2015,Petrol,523543,2024-10-13,2025-03-16,8.49,DR-5149,6,West,957.48,19.37,49.43,112.78,155.98,2123.7,7,2025-07-11,398.78,Decommissioned,Medium,31.05,246
VH-10176,Motorcycle,Kawasaki Z650,2022,Hybrid,588697,2024-07-08,2024-09-26,5.4,DR-8295,29,Central,716.13,7.69,93.12,132.62,318.71,612.4,5,2025-03-30,362.31,In Repair,Medium,5.36,563
VH-10177,Motorcycle,Kawasaki Z650,2017,Electric,289541,2024-04-07,2024-08-06,14.85,DR-3714,10,Central,710.44,9.89,71.83,47.84,148,9417.55,0,2025-03-26,130.69,Active,Low,26.16,188
VH-10178,Car,Honda Civic,2020,Petrol,230136,2024-03-26,2024-04-27,14.73,DR-8198,18,West,841.35,27.54,30.55,57.12,68.8,1172.36,8,2026-02-10,95.97,Active,High,30.11,953
VH-10179,Van,Ford Transit,2010,Diesel,220000,2024-07-30,2024-10-24,12.7,DR-6508,12,East,195.43,8.79,22.23,15.39,43.89,5634.83,3,2025-07-23,288.71,In Repair,Low,38.59,403
VH-10180,Bus,Volvo 7900,2019,Electric,411498,2024-10-23,2025-04-01,4.67,DR-7502,19,East,69.43,0.69,100.62,14.87,39.5,6845.1,7,2025-10-25,246.62,Decommissioned,Medium,5.45,703
VH-10181,Truck,Volvo FH,2015,Hybrid,111572,2024-07-06,2024-11-20,13.99,DR-8494,3,West,309.08,2.91,106.21,22.09,26.66,589.68,3,2025-08-12,298.2,Decommissioned,Medium,35.86,343
VH-10182,Car,Ford Focus,2015,Diesel,244133,2024-10-31,2025-02-04,16.49,DR-4580,28,South,588.91,5.47,107.66,35.71,77.16,8349.43,6,2025-12-31,323.17,Decommissioned,High,31.26,348
VH-10183,Car,Honda Civic,2009,Petrol,37033,2024-06-13,2024-12-09,7.9,DR-1832,25,West,16.85,0.2,84.25,2.13,3.07,4341.46,2,2025-09-04,61.6,Active,Medium,13.12,227
VH-10184,Car,Honda Civic,2009,Electric,283086,2024-10-18,2025-04-07,9.44,DR-9415,7,West,42.31,0.47,90.02,4.48,8.56,8728.55,3,2025-12-23,349.76,In Repair,Low,27.03,945
VH-10185,Truck,Mercedes Actros,2024,Electric,523381,2024-06-17,2024-11-30,10.3,DR-1596,12,Central,591.5,8.7,67.99,57.43,137.81,2394.62,3,2025-09-02,369.59,In Repair,Medium,11.12,665
VH-10186,Bus,Mercedes Citaro,2016,Electric,235696,2024-07-08,2024-10-31,7.85,DR-4933,22,West,762.43,7.19,106.04,97.12,208.86,5928.98,10,2025-04-12,262.6,Active,High,33.45,82
VH-10187,Truck,Scania R,2024,Diesel,515614,2024-11-14,2025-03-25,14.36,DR-8460,31,South,293.39,5.31,55.25,20.43,45.81,3005.48,0,2025-04-23,270.28,Decommissioned,Low,43.34,932
VH-10188,Van,Mercedes Sprinter,2016,Diesel,225525,2024-04-10,2024-08-14,7.95,DR-5262,17,South,96.13,3.38,28.44,12.09,31.38,3339.87,7,2026-01-17,280.23,Decommissioned,Low,17.96,121
VH-10189,Car,Ford Focus,2010,Hybrid,443961,2025-01-23,2025-03-20,18,DR-4101,15,East,545.37,5.17,105.49,30.3,88.02,9964.85,8,2025-10-16,274.11,Decommissioned,Low,13.28,50
VH-10190,Car,Honda Civic,2011,Petrol,253196,2024-09-24,2025-03-13,12.97,DR-5890,27,East,770.5,9.67,79.68,59.41,109.34,2325.16,10,2025-08-30,60.06,Active,Low,15.65,913
VH-10191,Bus,Scania Citywide,2011,Electric,118306,2024-06-02,2024-09-19,4.63,DR-2480,27,South,121.11,2.02,59.96,26.16,43.63,6413.63,1,2025-03-28,337.21,Decommissioned,High,12.89,228
VH-10192,Truck,Scania R,2013,Diesel,228162,2024-04-19,2024-08-10,7.35,DR-8714,23,West,390.6,4.04,96.68,53.14,148.86,9873.41,5,2025-09-22,219.01,Decommissioned,High,12.39,647
VH-10193,Bus,Mercedes Citaro,2019,Petrol,229470,2024-03-15,2024-07-28,6.61,DR-7867,21,North,200.4,1.7,117.88,30.32,62.29,7880.11,8,2025-07-17,196.57,In Repair,Low,46.92,265
VH-10194,Truck,Volvo FH,2005,Electric,145638,2024-11-09,2025-02-14,18.38,DR-9956,14,East,501.74,5.13,97.81,27.3,52.43,3536.86,6,2026-02-09,140.53,In Repair,Low,23.95,862
VH-10195,Motorcycle,Yamaha MT-07,2010,Hybrid,496871,2024-03-23,2024-07-31,9.18,DR-5411,17,Central,593.79,6.49,91.49,64.68,109.77,839.62,6,2025-11-28,277.37,Decommissioned,Low,42.55,532
VH-10196,Motorcycle,Honda CB500X,2011,Electric,28831,2024-10-27,2025-04-19,17,DR-9547,17,West,326.06,3.12,104.51,19.18,33.29,711.52,1,2025-06-22,377.97,Decommissioned,Low,40.14,753
VH-10197,Car,Ford Focus,2020,Petrol,495282,2024-03-19,2024-06-16,24.76,DR-9539,10,East,626.48,7.33,85.47,25.3,73.95,2216.9,5,2025-11-12,274.76,In Repair,Low,34.85,181
VH-10198,Car,Ford Focus,2015,Diesel,164119,2024-03-11,2024-06-19,14.57,DR-4031,18,West,884.68,7.49,118.11,60.72,164.27,6131.38,8,2025-07-13,250.71,Decommissioned,High,35.81,597
VH-10199,Van,Ford Transit,2011,Petrol,209246,2024-10-10,2025-03-07,4.83,DR-4372,6,West,41.43,0.48,86.31,8.58,18.09,2425.42,3,2025-06-24,85.02,Decommissioned,Medium,43.22,655
VH-10200,Car,Ford Focus,2014,Hybrid,533180,2024-03-07,2024-06-12,10.71,DR-8187,16,South,801.53,12.21,65.65,74.84,144.56,7393.58,9,2025-06-06,339.83,In Repair,Low,15.69,154
VH-10201,Car,Toyota Corolla,2009,Hybrid,510926,2024-09-20,2024-12-06,24.93,DR-9917,33,South,601.49,16,37.59,24.13,69.85,1113.71,0,2025-12-27,399.33,Decommissioned,High,41.55,743
VH-10202,Truck,Scania R,2016,Petrol,314346,2024-10-31,2025-01-16,23.3,DR-1035,13,South,445.72,13.79,32.32,19.13,38.77,3314.35,10,2025-07-19,387.93,In Repair,High,13.44,573
VH-10203,Motorcycle,Honda CB500X,2015,Electric,56208,2024-02-26,2024-03-27,21.22,DR-4372,34,Central,770.55,14.81,52.03,36.31,123.12,1270.76,2,2025-09-09,356.76,Active,Low,35.36,742
VH-10204,Van,Renault Trafic,2017,Petrol,368431,2024-11-13,2025-02-20,12.16,DR-3276,19,Central,597,10.29,58.02,49.1,81.78,3209.8,4,2025-12-23,96.23,Active,High,41.92,123
VH-10205,Van,Ford Transit,2019,Hybrid,515095,2024-09-03,2025-02-16,22.37,DR-8271,2,South,17.79,0.2,88.95,0.8,2.33,6160.71,0,2025-04-12,367.25,Active,High,37.04,855
VH-10206,Motorcycle,Yamaha MT-07,2015,Hybrid,97265,2024-06-26,2024-08-14,17.68,DR-5911,12,Central,747.45,7.34,101.83,42.28,51.73,9312.64,9,2025-08-04,216.11,Active,High,8.13,780
VH-10207,Truck,Volvo FH,2024,Petrol,563679,2024-11-26,2025-04-30,23.94,DR-1017,14,North,393.8,15.21,25.89,16.45,20.6,4389.99,7,2026-01-28,61.85,In Repair,Low,38.18,299
VH-10208,Car,Ford Focus,2012,Petrol,381713,2024-09-08,2025-01-29,24.33,DR-1238,26,West,279.83,3.04,92.05,11.5,32.9,5744.85,4,2025-11-08,215.01,Decommissioned,High,45.64,523
VH-10209,Truck,Scania R,2022,Electric,511379,2024-11-26,2025-05-17,18.98,DR-9604,11,West,105.72,1.1,96.11,5.57,18.7,6748.7,3,2025-08-04,376.76,Decommissioned,Medium,49.44,115
VH-10210,Bus,Scania Citywide,2015,Hybrid,249943,2024-09-08,2024-11-08,15.7,DR-9660,28,East,323.14,6,53.86,20.58,59.85,8806.55,3,2025-07-12,69.89,Decommissioned,Medium,47.41,505
VH-10211,Truck,Mercedes Actros,2022,Petrol,53182,2024-05-05,2024-08-30,21.83,DR-9728,22,Central,367.52,11.83,31.07,16.84,56.04,7568.03,6,2025-04-18,125.37,In Repair,Low,27.51,707
VH-10212,Car,Ford Focus,2024,Hybrid,104511,2024-03-10,2024-04-09,8.76,DR-4102,20,West,765.47,31.36,24.41,87.38,183.34,3990.34,6,2026-02-04,285.11,Active,Low,20.79,538
VH-10213,Van,Mercedes Sprinter,2012,Hybrid,341397,2024-12-27,2025-06-25,6.32,DR-8337,25,North,398.3,4.59,86.78,63.02,108.29,735.67,0,2026-01-08,140,Active,High,11.77,959
VH-10214,Motorcycle,Yamaha MT-07,2022,Electric,93372,2024-11-28,2025-03-29,19.75,DR-8953,35,Central,921.58,12.36,74.56,46.66,138.18,3349.28,7,2025-05-10,134.6,Decommissioned,Medium,33.96,446
VH-10215,Motorcycle,Kawasaki Z650,2009,Hybrid,398293,2024-03-30,2024-06-28,20.45,DR-4220,28,East,992.27,8.66,114.58,48.52,167.79,4915.86,9,2025-09-29,337.19,Active,High,36.1,116
VH-10216,Van,Renault Trafic,2015,Diesel,209571,2024-05-02,2024-08-15,10.15,DR-8381,9,South,782.13,8.6,90.95,77.06,122.1,910.97,2,2025-07-16,201.56,Active,High,44.12,302
VH-10217,Motorcycle,Honda CB500X,2019,Petrol,21732,2024-12-15,2025-06-13,4.51,DR-7590,5,West,378,7.79,48.52,83.81,106.78,4637.51,5,2025-10-27,238.08,In Repair,High,46.18,824
VH-10218,Motorcycle,Honda CB500X,2019,Hybrid,47364,2024-06-19,2024-09-21,17.6,DR-4259,29,Central,797.57,36.5,21.85,45.32,72.63,7908.52,10,2025-09-27,222.14,Active,Medium,12.08,99
VH-10219,Truck,Mercedes Actros,2006,Petrol,276621,2024-07-10,2024-11-18,20.34,DR-1320,21,West,339.73,3.37,100.81,16.7,39.88,1665.76,0,2025-12-21,205.5,Active,Medium,48.09,208
VH-10220,Motorcycle,Honda CB500X,2009,Diesel,567356,2024-06-21,2024-10-14,19.37,DR-6488,14,Central,793.46,13.49,58.82,40.96,125.73,2019.85,7,2025-10-16,332.78,Decommissioned,High,46.14,751
VH-10221,Truck,Mercedes Actros,2021,Hybrid,495352,2024-07-14,2024-11-29,21.72,DR-6146,3,West,966.41,18.91,51.11,44.49,155.35,7594.46,0,2025-09-30,369.01,Decommissioned,High,48.58,353
VH-10222,Bus,Volvo 7900,2009,Electric,285478,2024-10-25,2025-01-15,20.71,DR-5487,32,West,209.62,2.5,83.85,10.12,20.01,6974.56,2,2025-06-03,313.85,Active,Low,7.39,573
VH-10223,Motorcycle,Yamaha MT-07,2010,Hybrid,315522,2025-01-23,2025-03-09,15.64,DR-6649,27,North,687.05,12.9,53.26,43.93,88.85,8537.23,5,2025-03-29,332.39,Decommissioned,Low,29.54,244
VH-10224,Van,Mercedes Sprinter,2012,Hybrid,272430,2024-04-04,2024-08-27,6.21,DR-6119,32,North,246.39,2.7,91.26,39.68,55.03,6335.84,2,2025-12-16,80.53,Active,Medium,16.99,848
VH-10225,Car,Toyota Corolla,2015,Petrol,451749,2024-03-19,2024-05-26,9.36,DR-4603,30,South,155.74,1.76,88.49,16.64,26.05,4940.65,8,2025-06-05,85.77,In Repair,High,18.17,213
VH-10226,Truck,Volvo FH,2014,Electric,584919,2024-06-15,2024-11-06,12.7,DR-9107,5,South,555.78,19.19,28.96,43.76,85.26,9384.99,3,2026-01-16,395.22,Decommissioned,Low,26,183
VH-10227,Van,Renault Trafic,2011,Petrol,455478,2025-01-08,2025-06-07,14.93,DR-3001,11,Central,9.17,0.34,26.97,0.61,1.1,3311.23,3,2025-05-11,92.58,In Repair,High,24.22,246
VH-10228,Truck,Mercedes Actros,2017,Electric,539647,2024-07-13,2024-09-24,15.36,DR-5154,4,East,321.18,2.97,108.14,20.91,47.7,9501.94,9,2025-06-13,79.79,In Repair,Low,17.58,628
VH-10229,Van,Mercedes Sprinter,2018,Petrol,159741,2025-01-19,2025-06-11,22.06,DR-7592,17,North,647.97,16.58,39.08,29.37,99.69,3535.58,6,2025-12-31,57.84,Active,Medium,34.46,860
VH-10230,Van,Ford Transit,2012,Diesel,50010,2024-10-28,2025-02-24,20.08,DR-8982,30,Central,871.52,16.73,52.09,43.4,148.47,8801.36,4,2025-09-29,219.01,Decommissioned,Medium,5.5,496
VH-10231,Truck,Mercedes Actros,2010,Petrol,96008,2025-01-03,2025-05-28,16.77,DR-5251,5,Central,123.2,1.08,114.07,7.35,13.97,8709.76,6,2025-12-04,356.35,In Repair,High,21.5,321
VH-10232,Motorcycle,Honda CB500X,2010,Hybrid,62080,2024-09-22,2024-11-05,7.38,DR-5141,7,West,398.49,6.15,64.8,54,100.05,7084.9,6,2026-01-10,127.17,Decommissioned,Low,31.64,250
VH-10233,Bus,Scania Citywide,2019,Diesel,271468,2024-10-21,2024-12-11,4.94,DR-8851,20,West,659.13,9.78,67.4,133.43,370.76,8850,4,2025-10-06,326.94,Decommissioned,High,42.11,593
VH-10234,Car,Toyota Corolla,2015,Petrol,68376,2024-08-16,2025-01-26,12.18,DR-6367,15,Central,870.72,7.96,109.39,71.49,200.53,2083.27,0,2025-10-03,377.54,Active,High,42.83,469
VH-10235,Car,Toyota Corolla,2021,Diesel,545694,2024-11-20,2025-02-24,11,DR-1931,7,South,641.22,7.86,81.58,58.29,87.17,1423.21,9,2025-04-09,239.33,In Repair,Medium,20.78,959
VH-10236,Motorcycle,Yamaha MT-07,2011,Diesel,124332,2024-08-19,2025-01-18,13.42,DR-9275,16,West,283.71,3.11,91.23,21.14,58.14,2177.43,9,2025-12-14,118.45,In Repair,Medium,21.82,873
VH-10237,Motorcycle,Honda CB500X,2021,Hybrid,166563,2024-10-26,2025-03-02,10.28,DR-5371,3,West,106.4,0.89,119.55,10.35,34.5,6441.77,8,2025-06-10,260.82,Decommissioned,High,36.93,631
VH-10238,Car,Toyota Corolla,2018,Petrol,596275,2024-11-18,2025-05-14,4.03,DR-1566,10,South,168.98,2.31,73.15,41.93,56.78,7113.05,1,2025-06-09,169.69,Active,Low,13.96,969
VH-10239,Car,Ford Focus,2010,Hybrid,590902,2024-04-27,2024-06-03,9.46,DR-4849,16,East,278.99,2.48,112.5,29.49,92.94,5954.3,9,2025-05-10,82.53,Active,Medium,41.22,566
VH-10240,Bus,Mercedes Citaro,2012,Diesel,112787,2024-07-17,2025-01-06,7.03,DR-2730,16,East,398.98,3.33,119.81,56.75,118.59,8708.77,6,2025-12-15,214.26,Active,Medium,17.89,475
VH-10241,Motorcycle,Yamaha MT-07,2011,Hybrid,408905,2024-12-02,2025-04-14,8.5,DR-5567,12,South,540.75,5.19,104.19,63.62,175.2,6218.31,8,2025-07-10,74.47,In Repair,Low,10.77,211
VH-10242,Van,Renault Trafic,2006,Electric,422522,2024-05-24,2024-07-25,22.97,DR-7632,7,East,894.69,8.18,109.38,38.95,59.5,4979.01,6,2026-01-16,370.2,In Repair,High,29.58,114
VH-10243,Truck,Mercedes Actros,2021,Petrol,107042,2024-05-19,2024-10-08,18.57,DR-8359,22,North,70.15,0.98,71.58,3.78,8.23,1777.88,0,2026-02-04,340.11,Active,High,11.18,633
VH-10244,Truck,Volvo FH,2011,Petrol,178168,2024-09-01,2025-01-22,13.6,DR-4466,23,West,244.94,6.87,35.65,18.01,40.33,6979.71,4,2025-10-28,155.39,Active,Medium,45.12,444
VH-10245,Bus,Scania Citywide,2018,Petrol,106963,2024-04-09,2024-07-13,9.25,DR-5069,30,South,467.92,4.25,110.1,50.59,108.34,1843.74,9,2025-08-19,115.96,Decommissioned,Medium,12.98,90
VH-10246,Motorcycle,Kawasaki Z650,2017,Hybrid,376394,2024-06-17,2024-10-25,7.57,DR-6170,8,East,278.54,4.47,62.31,36.8,55.03,3672.36,4,2025-08-17,132.95,Decommissioned,High,14.9,381
VH-10247,Truck,Mercedes Actros,2008,Hybrid,128942,2024-12-23,2025-01-24,17.43,DR-2084,3,South,735.95,8.06,91.31,42.22,84.45,1861.6,4,2026-01-21,83.22,Active,Low,40.43,538
